"Town","FIPS","Year","Social Security Status","Measure Type","Variable","Value"
"West Haven","0900982870","2012-2016","Total","Number","Social Security Status",19961
"West Haven","0900982870","2012-2016","Without SSI","Number","Margins of Error",523
"West Haven","0900982870","2012-2016","Without SSI","Number","Social Security Status",13950
"West Haven","0900982870","2012-2016","Without SSI","Percent","Margins of Error",3.4
"West Haven","0900982870","2012-2016","Without SSI","Percent","Social Security Status",69.9
"West Haven","0900982870","2012-2016","With SSI","Number","Margins of Error",401
"West Haven","0900982870","2012-2016","With SSI","Number","Social Security Status",6011
"West Haven","0900982870","2012-2016","With SSI","Percent","Margins of Error",2.2
"West Haven","0900982870","2012-2016","With SSI","Percent","Social Security Status",30.1
"Weston","0900183430","2006-2010","Total","Number","Margins of Error",112
"Weston","0900183430","2006-2010","Total","Number","Social Security Status",3270
"Weston","0900183430","2006-2010","Without SSI","Number","Margins of Error",125
"Weston","0900183430","2006-2010","Without SSI","Number","Social Security Status",2542
"Weston","0900183430","2006-2010","Without SSI","Percent","Margins of Error",4.7
"Weston","0900183430","2006-2010","Without SSI","Percent","Social Security Status",77.7
"Weston","0900183430","2006-2010","With SSI","Number","Margins of Error",98
"Weston","0900183430","2006-2010","With SSI","Number","Social Security Status",728
"Weston","0900183430","2006-2010","With SSI","Percent","Margins of Error",3.1
"Weston","0900183430","2006-2010","With SSI","Percent","Social Security Status",22.3
"Weston","0900183430","2007-2011","Total","Number","Margins of Error",118
"Weston","0900183430","2007-2011","Total","Number","Social Security Status",3221
"Weston","0900183430","2007-2011","Without SSI","Number","Margins of Error",119
"Weston","0900183430","2007-2011","Without SSI","Number","Social Security Status",2481
"Weston","0900183430","2007-2011","Without SSI","Percent","Margins of Error",4.6
"Weston","0900183430","2007-2011","Without SSI","Percent","Social Security Status",77
"Weston","0900183430","2007-2011","With SSI","Number","Margins of Error",94
"Weston","0900183430","2007-2011","With SSI","Number","Social Security Status",740
"Weston","0900183430","2007-2011","With SSI","Percent","Margins of Error",3
"Weston","0900183430","2007-2011","With SSI","Percent","Social Security Status",23
"Weston","0900183430","2008-2012","Total","Number","Margins of Error",119
"Weston","0900183430","2008-2012","Total","Number","Social Security Status",3213
"Weston","0900183430","2008-2012","Without SSI","Number","Margins of Error",111
"Weston","0900183430","2008-2012","Without SSI","Number","Social Security Status",2463
"Weston","0900183430","2008-2012","Without SSI","Percent","Margins of Error",4.5
"Weston","0900183430","2008-2012","Without SSI","Percent","Social Security Status",76.7
"Weston","0900183430","2008-2012","With SSI","Number","Margins of Error",96
"Weston","0900183430","2008-2012","With SSI","Number","Social Security Status",750
"Weston","0900183430","2008-2012","With SSI","Percent","Margins of Error",3.1
"Weston","0900183430","2008-2012","With SSI","Percent","Social Security Status",23.3
"Weston","0900183430","2009-2013","Total","Number","Margins of Error",116
"Weston","0900183430","2009-2013","Total","Number","Social Security Status",3154
"Weston","0900183430","2009-2013","Without SSI","Number","Margins of Error",119
"Weston","0900183430","2009-2013","Without SSI","Number","Social Security Status",2369
"Weston","0900183430","2009-2013","Without SSI","Percent","Margins of Error",4.7
"Weston","0900183430","2009-2013","Without SSI","Percent","Social Security Status",75.1
"Weston","0900183430","2009-2013","With SSI","Number","Margins of Error",114
"Weston","0900183430","2009-2013","With SSI","Number","Social Security Status",785
"Weston","0900183430","2009-2013","With SSI","Percent","Margins of Error",3.7
"Weston","0900183430","2009-2013","With SSI","Percent","Social Security Status",24.9
"Weston","0900183430","2010-2014","Total","Number","Margins of Error",115
"Weston","0900183430","2010-2014","Total","Number","Social Security Status",3285
"Weston","0900183430","2010-2014","Without SSI","Number","Margins of Error",126
"Weston","0900183430","2010-2014","Without SSI","Number","Social Security Status",2478
"Weston","0900183430","2010-2014","Without SSI","Percent","Margins of Error",2.8
"Weston","0900183430","2010-2014","Without SSI","Percent","Social Security Status",75.4
"Weston","0900183430","2010-2014","With SSI","Number","Margins of Error",103
"Weston","0900183430","2010-2014","With SSI","Number","Social Security Status",807
"Weston","0900183430","2010-2014","With SSI","Percent","Margins of Error",3
"Weston","0900183430","2010-2014","With SSI","Percent","Social Security Status",24.6
"Weston","0900183430","2011-2015","Total","Number","Margins of Error",136
"Weston","0900183430","2011-2015","Total","Number","Social Security Status",3379
"Weston","0900183430","2011-2015","Without SSI","Number","Margins of Error",121
"Weston","0900183430","2011-2015","Without SSI","Number","Social Security Status",2563
"Weston","0900183430","2011-2015","Without SSI","Percent","Margins of Error",4.7
"Weston","0900183430","2011-2015","Without SSI","Percent","Social Security Status",75.9
"Weston","0900183430","2011-2015","With SSI","Number","Margins of Error",98
"Weston","0900183430","2011-2015","With SSI","Number","Social Security Status",816
"Weston","0900183430","2011-2015","With SSI","Percent","Margins of Error",3.1
"Weston","0900183430","2011-2015","With SSI","Percent","Social Security Status",24.1
"Weston","0900183430","2012-2016","Total","Number","Margins of Error",129
"Weston","0900183430","2012-2016","Total","Number","Social Security Status",3440
"Weston","0900183430","2012-2016","Without SSI","Number","Margins of Error",131
"Weston","0900183430","2012-2016","Without SSI","Number","Social Security Status",2633
"Weston","0900183430","2012-2016","Without SSI","Percent","Margins of Error",4.8
"Weston","0900183430","2012-2016","Without SSI","Percent","Social Security Status",76.5
"Weston","0900183430","2012-2016","With SSI","Number","Margins of Error",109
"Weston","0900183430","2012-2016","With SSI","Number","Social Security Status",807
"Weston","0900183430","2012-2016","With SSI","Percent","Margins of Error",3.3
"Weston","0900183430","2012-2016","With SSI","Percent","Social Security Status",23.5
"Westport","0900183500","2006-2010","Total","Number","Margins of Error",217
"Westport","0900183500","2006-2010","Total","Number","Social Security Status",9302
"Westport","0900183500","2006-2010","Without SSI","Number","Margins of Error",244
"Westport","0900183500","2006-2010","Without SSI","Number","Social Security Status",6611
"Westport","0900183500","2006-2010","Without SSI","Percent","Margins of Error",3.1
"Westport","0900183500","2006-2010","Without SSI","Percent","Social Security Status",71.1
"Westport","0900183500","2006-2010","With SSI","Number","Margins of Error",186
"Westport","0900183500","2006-2010","With SSI","Number","Social Security Status",2691
"Westport","0900183500","2006-2010","With SSI","Percent","Margins of Error",2.1
"Westport","0900183500","2006-2010","With SSI","Percent","Social Security Status",28.9
"Westport","0900183500","2007-2011","Total","Number","Margins of Error",282
"Westport","0900183500","2007-2011","Total","Number","Social Security Status",9432
"Westport","0900183500","2007-2011","Without SSI","Number","Margins of Error",246
"Westport","0900183500","2007-2011","Without SSI","Number","Social Security Status",6632
"Westport","0900183500","2007-2011","Without SSI","Percent","Margins of Error",3.3
"Westport","0900183500","2007-2011","Without SSI","Percent","Social Security Status",70.3
"Westport","0900183500","2007-2011","With SSI","Number","Margins of Error",210
"Westport","0900183500","2007-2011","With SSI","Number","Social Security Status",2800
"Westport","0900183500","2007-2011","With SSI","Percent","Margins of Error",2.4
"Westport","0900183500","2007-2011","With SSI","Percent","Social Security Status",29.7
"Westport","0900183500","2008-2012","Total","Number","Margins of Error",267
"Westport","0900183500","2008-2012","Total","Number","Social Security Status",9382
"Westport","0900183500","2008-2012","Without SSI","Number","Margins of Error",245
"Westport","0900183500","2008-2012","Without SSI","Number","Social Security Status",6582
"Westport","0900183500","2008-2012","Without SSI","Percent","Margins of Error",3.3
"Westport","0900183500","2008-2012","Without SSI","Percent","Social Security Status",70.2
"Westport","0900183500","2008-2012","With SSI","Number","Margins of Error",221
"Westport","0900183500","2008-2012","With SSI","Number","Social Security Status",2800
"Westport","0900183500","2008-2012","With SSI","Percent","Margins of Error",2.5
"Westport","0900183500","2008-2012","With SSI","Percent","Social Security Status",29.8
"Westport","0900183500","2009-2013","Total","Number","Margins of Error",219
"Westport","0900183500","2009-2013","Total","Number","Social Security Status",9477
"Westport","0900183500","2009-2013","Without SSI","Number","Margins of Error",249
"Westport","0900183500","2009-2013","Without SSI","Number","Social Security Status",6636
"Westport","0900183500","2009-2013","Without SSI","Percent","Margins of Error",3.1
"Westport","0900183500","2009-2013","Without SSI","Percent","Social Security Status",70
"Westport","0900183500","2009-2013","With SSI","Number","Margins of Error",167
"Westport","0900183500","2009-2013","With SSI","Number","Social Security Status",2841
"Westport","0900183500","2009-2013","With SSI","Percent","Margins of Error",1.9
"Westport","0900183500","2009-2013","With SSI","Percent","Social Security Status",30
"Westport","0900183500","2010-2014","Total","Number","Margins of Error",227
"Westport","0900183500","2010-2014","Total","Number","Social Security Status",9558
"Westport","0900183500","2010-2014","Without SSI","Number","Margins of Error",237
"Westport","0900183500","2010-2014","Without SSI","Number","Social Security Status",6774
"Westport","0900183500","2010-2014","Without SSI","Percent","Margins of Error",1.8
"Westport","0900183500","2010-2014","Without SSI","Percent","Social Security Status",70.9
"Westport","0900183500","2010-2014","With SSI","Number","Margins of Error",177
"Westport","0900183500","2010-2014","With SSI","Number","Social Security Status",2784
"Westport","0900183500","2010-2014","With SSI","Percent","Margins of Error",1.7
"Westport","0900183500","2010-2014","With SSI","Percent","Social Security Status",29.1
"Westport","0900183500","2011-2015","Total","Number","Margins of Error",249
"Westport","0900183500","2011-2015","Total","Number","Social Security Status",9740
"Westport","0900183500","2011-2015","Without SSI","Number","Margins of Error",231
"Westport","0900183500","2011-2015","Without SSI","Number","Social Security Status",7003
"Westport","0900183500","2011-2015","Without SSI","Percent","Margins of Error",3
"Westport","0900183500","2011-2015","Without SSI","Percent","Social Security Status",71.9
"Westport","0900183500","2011-2015","With SSI","Number","Margins of Error",202
"Westport","0900183500","2011-2015","With SSI","Number","Social Security Status",2737
"Westport","0900183500","2011-2015","With SSI","Percent","Margins of Error",2.2
"Westport","0900183500","2011-2015","With SSI","Percent","Social Security Status",28.1
"Westport","0900183500","2012-2016","Total","Number","Margins of Error",206
"Westport","0900183500","2012-2016","Total","Number","Social Security Status",9696
"Westport","0900183500","2012-2016","Without SSI","Number","Margins of Error",212
"Westport","0900183500","2012-2016","Without SSI","Number","Social Security Status",6928
"Westport","0900183500","2012-2016","Without SSI","Percent","Margins of Error",2.7
"Westport","0900183500","2012-2016","Without SSI","Percent","Social Security Status",71.5
"Westport","0900183500","2012-2016","With SSI","Number","Margins of Error",193
"Westport","0900183500","2012-2016","With SSI","Number","Social Security Status",2768
"Westport","0900183500","2012-2016","With SSI","Percent","Margins of Error",2.1
"Westport","0900183500","2012-2016","With SSI","Percent","Social Security Status",28.5
"Wethersfield","0900384900","2006-2010","Total","Number","Margins of Error",228
"Wethersfield","0900384900","2006-2010","Total","Number","Social Security Status",11083
"Wethersfield","0900384900","2006-2010","Without SSI","Number","Margins of Error",232
"Wethersfield","0900384900","2006-2010","Without SSI","Number","Social Security Status",6855
"Wethersfield","0900384900","2006-2010","Without SSI","Percent","Margins of Error",2.4
"Wethersfield","0900384900","2006-2010","Without SSI","Percent","Social Security Status",61.9
"Wethersfield","0900384900","2006-2010","With SSI","Number","Margins of Error",225
"Wethersfield","0900384900","2006-2010","With SSI","Number","Social Security Status",4228
"Wethersfield","0900384900","2006-2010","With SSI","Percent","Margins of Error",2.2
"Wethersfield","0900384900","2006-2010","With SSI","Percent","Social Security Status",38.1
"Wethersfield","0900384900","2007-2011","Total","Number","Margins of Error",235
"Wethersfield","0900384900","2007-2011","Total","Number","Social Security Status",11146
"Wethersfield","0900384900","2007-2011","Without SSI","Number","Margins of Error",276
"Wethersfield","0900384900","2007-2011","Without SSI","Number","Social Security Status",6867
"Wethersfield","0900384900","2007-2011","Without SSI","Percent","Margins of Error",2.8
"Wethersfield","0900384900","2007-2011","Without SSI","Percent","Social Security Status",61.6
"Wethersfield","0900384900","2007-2011","With SSI","Number","Margins of Error",266
"Wethersfield","0900384900","2007-2011","With SSI","Number","Social Security Status",4279
"Wethersfield","0900384900","2007-2011","With SSI","Percent","Margins of Error",2.5
"Wethersfield","0900384900","2007-2011","With SSI","Percent","Social Security Status",38.4
"Wethersfield","0900384900","2008-2012","Total","Number","Margins of Error",253
"Wethersfield","0900384900","2008-2012","Total","Number","Social Security Status",11123
"Wethersfield","0900384900","2008-2012","Without SSI","Number","Margins of Error",274
"Wethersfield","0900384900","2008-2012","Without SSI","Number","Social Security Status",6804
"Wethersfield","0900384900","2008-2012","Without SSI","Percent","Margins of Error",2.8
"Wethersfield","0900384900","2008-2012","Without SSI","Percent","Social Security Status",61.2
"Wethersfield","0900384900","2008-2012","With SSI","Number","Margins of Error",246
"Wethersfield","0900384900","2008-2012","With SSI","Number","Social Security Status",4319
"Wethersfield","0900384900","2008-2012","With SSI","Percent","Margins of Error",2.4
"Wethersfield","0900384900","2008-2012","With SSI","Percent","Social Security Status",38.8
"Wethersfield","0900384900","2009-2013","Total","Number","Margins of Error",283
"Wethersfield","0900384900","2009-2013","Total","Number","Social Security Status",10865
"Wethersfield","0900384900","2009-2013","Without SSI","Number","Margins of Error",296
"Wethersfield","0900384900","2009-2013","Without SSI","Number","Social Security Status",6710
"Wethersfield","0900384900","2009-2013","Without SSI","Percent","Margins of Error",3.2
"Wethersfield","0900384900","2009-2013","Without SSI","Percent","Social Security Status",61.8
"Wethersfield","0900384900","2009-2013","With SSI","Number","Margins of Error",284
"Wethersfield","0900384900","2009-2013","With SSI","Number","Social Security Status",4155
"Wethersfield","0900384900","2009-2013","With SSI","Percent","Margins of Error",2.8
"Wethersfield","0900384900","2009-2013","With SSI","Percent","Social Security Status",38.2
"Wethersfield","0900384900","2010-2014","Total","Number","Margins of Error",258
"Wethersfield","0900384900","2010-2014","Total","Number","Social Security Status",10853
"Wethersfield","0900384900","2010-2014","Without SSI","Number","Margins of Error",275
"Wethersfield","0900384900","2010-2014","Without SSI","Number","Social Security Status",6667
"Wethersfield","0900384900","2010-2014","Without SSI","Percent","Margins of Error",2.1
"Wethersfield","0900384900","2010-2014","Without SSI","Percent","Social Security Status",61.4
"Wethersfield","0900384900","2010-2014","With SSI","Number","Margins of Error",252
"Wethersfield","0900384900","2010-2014","With SSI","Number","Social Security Status",4186
"Wethersfield","0900384900","2010-2014","With SSI","Percent","Margins of Error",2.1
"Wethersfield","0900384900","2010-2014","With SSI","Percent","Social Security Status",38.6
"Wethersfield","0900384900","2011-2015","Total","Number","Margins of Error",257
"Wethersfield","0900384900","2011-2015","Total","Number","Social Security Status",10775
"Wethersfield","0900384900","2011-2015","Without SSI","Number","Margins of Error",246
"Wethersfield","0900384900","2011-2015","Without SSI","Number","Social Security Status",6753
"Wethersfield","0900384900","2011-2015","Without SSI","Percent","Margins of Error",2.7
"Wethersfield","0900384900","2011-2015","Without SSI","Percent","Social Security Status",62.7
"Wethersfield","0900384900","2011-2015","With SSI","Number","Margins of Error",250
"Wethersfield","0900384900","2011-2015","With SSI","Number","Social Security Status",4022
"Wethersfield","0900384900","2011-2015","With SSI","Percent","Margins of Error",2.5
"Wethersfield","0900384900","2011-2015","With SSI","Percent","Social Security Status",37.3
"Wethersfield","0900384900","2012-2016","Total","Number","Margins of Error",257
"Wethersfield","0900384900","2012-2016","Total","Number","Social Security Status",10820
"Wethersfield","0900384900","2012-2016","Without SSI","Number","Margins of Error",285
"Wethersfield","0900384900","2012-2016","Without SSI","Number","Social Security Status",6847
"Wethersfield","0900384900","2012-2016","Without SSI","Percent","Margins of Error",3
"Wethersfield","0900384900","2012-2016","Without SSI","Percent","Social Security Status",63.3
"Wethersfield","0900384900","2012-2016","With SSI","Number","Margins of Error",237
"Wethersfield","0900384900","2012-2016","With SSI","Number","Social Security Status",3973
"Wethersfield","0900384900","2012-2016","With SSI","Percent","Margins of Error",2.4
"Wethersfield","0900384900","2012-2016","With SSI","Percent","Social Security Status",36.7
"Willington","0901385950","2006-2010","Total","Number","Margins of Error",168
"Willington","0901385950","2006-2010","Total","Number","Social Security Status",2324
"Willington","0901385950","2006-2010","Without SSI","Number","Margins of Error",153
"Willington","0901385950","2006-2010","Without SSI","Number","Social Security Status",1924
"Willington","0901385950","2006-2010","Without SSI","Percent","Margins of Error",8.9
"Willington","0901385950","2006-2010","Without SSI","Percent","Social Security Status",82.8
"Willington","0901385950","2006-2010","With SSI","Number","Margins of Error",83
"Willington","0901385950","2006-2010","With SSI","Number","Social Security Status",400
"Willington","0901385950","2006-2010","With SSI","Percent","Margins of Error",3.8
"Willington","0901385950","2006-2010","With SSI","Percent","Social Security Status",17.2
"Willington","0901385950","2007-2011","Total","Number","Margins of Error",148
"Willington","0901385950","2007-2011","Total","Number","Social Security Status",2335
"Willington","0901385950","2007-2011","Without SSI","Number","Margins of Error",147
"Willington","0901385950","2007-2011","Without SSI","Number","Social Security Status",1931
"Willington","0901385950","2007-2011","Without SSI","Percent","Margins of Error",8.2
"Willington","0901385950","2007-2011","Without SSI","Percent","Social Security Status",82.7
"Willington","0901385950","2007-2011","With SSI","Number","Margins of Error",86
"Willington","0901385950","2007-2011","With SSI","Number","Social Security Status",404
"Willington","0901385950","2007-2011","With SSI","Percent","Margins of Error",3.8
"Willington","0901385950","2007-2011","With SSI","Percent","Social Security Status",17.3
"Willington","0901385950","2008-2012","Total","Number","Margins of Error",156
"Willington","0901385950","2008-2012","Total","Number","Social Security Status",2337
"Willington","0901385950","2008-2012","Without SSI","Number","Margins of Error",145
"Willington","0901385950","2008-2012","Without SSI","Number","Social Security Status",1863
"Willington","0901385950","2008-2012","Without SSI","Percent","Margins of Error",8.2
"Willington","0901385950","2008-2012","Without SSI","Percent","Social Security Status",79.7
"Willington","0901385950","2008-2012","With SSI","Number","Margins of Error",89
"Willington","0901385950","2008-2012","With SSI","Number","Social Security Status",474
"Willington","0901385950","2008-2012","With SSI","Percent","Margins of Error",4
"Willington","0901385950","2008-2012","With SSI","Percent","Social Security Status",20.3
"Willington","0901385950","2009-2013","Total","Number","Margins of Error",187
"Willington","0901385950","2009-2013","Total","Number","Social Security Status",2465
"Willington","0901385950","2009-2013","Without SSI","Number","Margins of Error",161
"Willington","0901385950","2009-2013","Without SSI","Number","Social Security Status",1958
"Willington","0901385950","2009-2013","Without SSI","Percent","Margins of Error",8.9
"Willington","0901385950","2009-2013","Without SSI","Percent","Social Security Status",79.4
"Willington","0901385950","2009-2013","With SSI","Number","Margins of Error",109
"Willington","0901385950","2009-2013","With SSI","Number","Social Security Status",507
"Willington","0901385950","2009-2013","With SSI","Percent","Margins of Error",4.7
"Willington","0901385950","2009-2013","With SSI","Percent","Social Security Status",20.6
"Willington","0901385950","2010-2014","Total","Number","Margins of Error",178
"Willington","0901385950","2010-2014","Total","Number","Social Security Status",2312
"Willington","0901385950","2010-2014","Without SSI","Number","Margins of Error",152
"Willington","0901385950","2010-2014","Without SSI","Number","Social Security Status",1867
"Willington","0901385950","2010-2014","Without SSI","Percent","Margins of Error",2.1
"Willington","0901385950","2010-2014","Without SSI","Percent","Social Security Status",80.8
"Willington","0901385950","2010-2014","With SSI","Number","Margins of Error",95
"Willington","0901385950","2010-2014","With SSI","Number","Social Security Status",445
"Willington","0901385950","2010-2014","With SSI","Percent","Margins of Error",3.8
"Willington","0901385950","2010-2014","With SSI","Percent","Social Security Status",19.2
"Willington","0901385950","2011-2015","Total","Number","Margins of Error",174
"Willington","0901385950","2011-2015","Total","Number","Social Security Status",2417
"Willington","0901385950","2011-2015","Without SSI","Number","Margins of Error",144
"Willington","0901385950","2011-2015","Without SSI","Number","Social Security Status",1777
"Willington","0901385950","2011-2015","Without SSI","Percent","Margins of Error",8
"Willington","0901385950","2011-2015","Without SSI","Percent","Social Security Status",73.5
"Willington","0901385950","2011-2015","With SSI","Number","Margins of Error",126
"Willington","0901385950","2011-2015","With SSI","Number","Social Security Status",640
"Willington","0901385950","2011-2015","With SSI","Percent","Margins of Error",5.6
"Willington","0901385950","2011-2015","With SSI","Percent","Social Security Status",26.5
"Willington","0901385950","2012-2016","Total","Number","Margins of Error",159
"Willington","0901385950","2012-2016","Total","Number","Social Security Status",2430
"Willington","0901385950","2012-2016","Without SSI","Number","Margins of Error",152
"Willington","0901385950","2012-2016","Without SSI","Number","Social Security Status",1779
"Willington","0901385950","2012-2016","Without SSI","Percent","Margins of Error",7.9
"Willington","0901385950","2012-2016","Without SSI","Percent","Social Security Status",73.2
"Willington","0901385950","2012-2016","With SSI","Number","Margins of Error",142
"Willington","0901385950","2012-2016","With SSI","Number","Social Security Status",651
"Willington","0901385950","2012-2016","With SSI","Percent","Margins of Error",6.1
"Willington","0901385950","2012-2016","With SSI","Percent","Social Security Status",26.8
"Wilton","0900186370","2006-2010","Total","Number","Margins of Error",154
"Wilton","0900186370","2006-2010","Total","Number","Social Security Status",5994
"Wilton","0900186370","2006-2010","Without SSI","Number","Margins of Error",160
"Wilton","0900186370","2006-2010","Without SSI","Number","Social Security Status",4550
"Wilton","0900186370","2006-2010","Without SSI","Percent","Margins of Error",3.3
"Wilton","0900186370","2006-2010","Without SSI","Percent","Social Security Status",75.9
"Wilton","0900186370","2006-2010","With SSI","Number","Margins of Error",126
"Wilton","0900186370","2006-2010","With SSI","Number","Social Security Status",1444
"Wilton","0900186370","2006-2010","With SSI","Percent","Margins of Error",2.2
"Wilton","0900186370","2006-2010","With SSI","Percent","Social Security Status",24.1
"Wilton","0900186370","2007-2011","Total","Number","Margins of Error",155
"Wilton","0900186370","2007-2011","Total","Number","Social Security Status",5977
"Wilton","0900186370","2007-2011","Without SSI","Number","Margins of Error",172
"Wilton","0900186370","2007-2011","Without SSI","Number","Social Security Status",4473
"Wilton","0900186370","2007-2011","Without SSI","Percent","Margins of Error",3.5
"Wilton","0900186370","2007-2011","Without SSI","Percent","Social Security Status",74.8
"Wilton","0900186370","2007-2011","With SSI","Number","Margins of Error",128
"Wilton","0900186370","2007-2011","With SSI","Number","Social Security Status",1504
"Wilton","0900186370","2007-2011","With SSI","Percent","Margins of Error",2.2
"Wilton","0900186370","2007-2011","With SSI","Percent","Social Security Status",25.2
"Wilton","0900186370","2008-2012","Total","Number","Margins of Error",156
"Wilton","0900186370","2008-2012","Total","Number","Social Security Status",6005
"Wilton","0900186370","2008-2012","Without SSI","Number","Margins of Error",169
"Wilton","0900186370","2008-2012","Without SSI","Number","Social Security Status",4523
"Wilton","0900186370","2008-2012","Without SSI","Percent","Margins of Error",3.4
"Wilton","0900186370","2008-2012","Without SSI","Percent","Social Security Status",75.3
"Wilton","0900186370","2008-2012","With SSI","Number","Margins of Error",153
"Wilton","0900186370","2008-2012","With SSI","Number","Social Security Status",1482
"Wilton","0900186370","2008-2012","With SSI","Percent","Margins of Error",2.6
"Wilton","0900186370","2008-2012","With SSI","Percent","Social Security Status",24.7
"Wilton","0900186370","2009-2013","Total","Number","Margins of Error",180
"Wilton","0900186370","2009-2013","Total","Number","Social Security Status",5955
"Wilton","0900186370","2009-2013","Without SSI","Number","Margins of Error",159
"Wilton","0900186370","2009-2013","Without SSI","Number","Social Security Status",4458
"Wilton","0900186370","2009-2013","Without SSI","Percent","Margins of Error",3.5
"Wilton","0900186370","2009-2013","Without SSI","Percent","Social Security Status",74.9
"Wilton","0900186370","2009-2013","With SSI","Number","Margins of Error",142
"Wilton","0900186370","2009-2013","With SSI","Number","Social Security Status",1497
"Wilton","0900186370","2009-2013","With SSI","Percent","Margins of Error",2.5
"Wilton","0900186370","2009-2013","With SSI","Percent","Social Security Status",25.1
"Wilton","0900186370","2010-2014","Total","Number","Margins of Error",191
"Wilton","0900186370","2010-2014","Total","Number","Social Security Status",5963
"Wilton","0900186370","2010-2014","Without SSI","Number","Margins of Error",187
"Wilton","0900186370","2010-2014","Without SSI","Number","Social Security Status",4450
"Wilton","0900186370","2010-2014","Without SSI","Percent","Margins of Error",2
"Wilton","0900186370","2010-2014","Without SSI","Percent","Social Security Status",74.6
"Wilton","0900186370","2010-2014","With SSI","Number","Margins of Error",169
"Wilton","0900186370","2010-2014","With SSI","Number","Social Security Status",1513
"Wilton","0900186370","2010-2014","With SSI","Percent","Margins of Error",2.7
"Wilton","0900186370","2010-2014","With SSI","Percent","Social Security Status",25.4
"Wilton","0900186370","2011-2015","Total","Number","Margins of Error",162
"Wilton","0900186370","2011-2015","Total","Number","Social Security Status",5953
"Wilton","0900186370","2011-2015","Without SSI","Number","Margins of Error",149
"Wilton","0900186370","2011-2015","Without SSI","Number","Social Security Status",4373
"Wilton","0900186370","2011-2015","Without SSI","Percent","Margins of Error",3.2
"Wilton","0900186370","2011-2015","Without SSI","Percent","Social Security Status",73.5
"Wilton","0900186370","2011-2015","With SSI","Number","Margins of Error",141
"Wilton","0900186370","2011-2015","With SSI","Number","Social Security Status",1580
"Wilton","0900186370","2011-2015","With SSI","Percent","Margins of Error",2.5
"Wilton","0900186370","2011-2015","With SSI","Percent","Social Security Status",26.5
"Wilton","0900186370","2012-2016","Total","Number","Margins of Error",179
"Wilton","0900186370","2012-2016","Total","Number","Social Security Status",5917
"Wilton","0900186370","2012-2016","Without SSI","Number","Margins of Error",164
"Wilton","0900186370","2012-2016","Without SSI","Number","Social Security Status",4301
"Wilton","0900186370","2012-2016","Without SSI","Percent","Margins of Error",3.5
"Wilton","0900186370","2012-2016","Without SSI","Percent","Social Security Status",72.7
"Wilton","0900186370","2012-2016","With SSI","Number","Margins of Error",144
"Wilton","0900186370","2012-2016","With SSI","Number","Social Security Status",1616
"Wilton","0900186370","2012-2016","With SSI","Percent","Margins of Error",2.6
"Wilton","0900186370","2012-2016","With SSI","Percent","Social Security Status",27.3
"Winchester","0900586440","2006-2010","Total","Number","Margins of Error",234
"Winchester","0900586440","2006-2010","Total","Number","Social Security Status",4514
"Winchester","0900586440","2006-2010","Without SSI","Number","Margins of Error",234
"Winchester","0900586440","2006-2010","Without SSI","Number","Social Security Status",3086
"Winchester","0900586440","2006-2010","Without SSI","Percent","Margins of Error",6.3
"Winchester","0900586440","2006-2010","Without SSI","Percent","Social Security Status",68.4
"Winchester","0900586440","2006-2010","With SSI","Number","Margins of Error",228
"Winchester","0900586440","2006-2010","With SSI","Number","Social Security Status",1428
"Winchester","0900586440","2006-2010","With SSI","Percent","Margins of Error",5.3
"Winchester","0900586440","2006-2010","With SSI","Percent","Social Security Status",31.6
"Winchester","0900586440","2007-2011","Total","Number","Margins of Error",231
"Winchester","0900586440","2007-2011","Total","Number","Social Security Status",4626
"Winchester","0900586440","2007-2011","Without SSI","Number","Margins of Error",216
"Winchester","0900586440","2007-2011","Without SSI","Number","Social Security Status",3170
"Winchester","0900586440","2007-2011","Without SSI","Percent","Margins of Error",5.8
"Winchester","0900586440","2007-2011","Without SSI","Percent","Social Security Status",68.5
"Winchester","0900586440","2007-2011","With SSI","Number","Margins of Error",199
"Winchester","0900586440","2007-2011","With SSI","Number","Social Security Status",1456
"Winchester","0900586440","2007-2011","With SSI","Percent","Margins of Error",4.6
"Winchester","0900586440","2007-2011","With SSI","Percent","Social Security Status",31.5
"Winchester","0900586440","2008-2012","Total","Number","Margins of Error",245
"Winchester","0900586440","2008-2012","Total","Number","Social Security Status",4620
"Winchester","0900586440","2008-2012","Without SSI","Number","Margins of Error",230
"Winchester","0900586440","2008-2012","Without SSI","Number","Social Security Status",3139
"Winchester","0900586440","2008-2012","Without SSI","Percent","Margins of Error",6.1
"Winchester","0900586440","2008-2012","Without SSI","Percent","Social Security Status",67.9
"Winchester","0900586440","2008-2012","With SSI","Number","Margins of Error",213
"Winchester","0900586440","2008-2012","With SSI","Number","Social Security Status",1481
"Winchester","0900586440","2008-2012","With SSI","Percent","Margins of Error",4.9
"Winchester","0900586440","2008-2012","With SSI","Percent","Social Security Status",32.1
"Winchester","0900586440","2009-2013","Total","Number","Margins of Error",275
"Winchester","0900586440","2009-2013","Total","Number","Social Security Status",4648
"Winchester","0900586440","2009-2013","Without SSI","Number","Margins of Error",276
"Winchester","0900586440","2009-2013","Without SSI","Number","Social Security Status",3097
"Winchester","0900586440","2009-2013","Without SSI","Percent","Margins of Error",7.1
"Winchester","0900586440","2009-2013","Without SSI","Percent","Social Security Status",66.6
"Winchester","0900586440","2009-2013","With SSI","Number","Margins of Error",245
